,commit id,categories,commit_message
461,1382c2c,['Bug fix'],"Fix and test case for NET-290

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/branches/NET_2_0@920258 13f79535-47bb-0310-9956-ffa450edef68
"
462,e759649,"['Maintenance', 'Bug fix']","Ensure __cslDebug is always updated

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1787166 13f79535-47bb-0310-9956-ffa450edef68
"
463,e2c9799,"['Maintenance', 'Clean up']","Update to use mdtmFile

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1644402 13f79535-47bb-0310-9956-ffa450edef68
"
464,b01c2af,['Documentation'],"Javadoc

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1489527 13f79535-47bb-0310-9956-ffa450edef68
"
465,e0aba3e,['Maintenance'],"Implement retry for temporary failures

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1648414 13f79535-47bb-0310-9956-ffa450edef68
"
466,45c80e3,['Maintenance'],"Alternative password input methods

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1737842 13f79535-47bb-0310-9956-ffa450edef68
"
467,544ee2f,['Clean up'],"Remove deprecated method

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1079596 13f79535-47bb-0310-9956-ffa450edef68
"
468,51b6ca9,['Maintenance'],"Better handling of unparseable articles

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1080842 13f79535-47bb-0310-9956-ffa450edef68
"
469,d219afb,['Maintenance'],"NET-564 FTPFile.toFormattedString - allow specification of TimeZone for display

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1644380 13f79535-47bb-0310-9956-ffa450edef68
"
470,b43ac62,['Indentation'],"No code change; split RE so separators are more clearly identified

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1652600 13f79535-47bb-0310-9956-ffa450edef68
"
471,5582d8b,['Maintenance'],"Clear reply lines list

git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/net/branches/JDK_1_5_BRANCH@498159 13f79535-47bb-0310-9956-ffa450edef68
"
472,b1147fd,['Bug fix'],"Fix typo

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/branches/NET_2_0@771678 13f79535-47bb-0310-9956-ffa450edef68
"
473,fd10c3d,['Bug fix'],"Typo

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1644378 13f79535-47bb-0310-9956-ffa450edef68
"
474,571c9ea,"['Maintenance', 'Bug fix']","Add missing patch (NET-73)

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/branches/NET_2_0@633798 13f79535-47bb-0310-9956-ffa450edef68
"
475,2586f75,"['Documentation', 'Indentation']","Fix up some comments which were mangled when the source was reformatted

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1725958 13f79535-47bb-0310-9956-ffa450edef68
"
476,fbff08a,['Documentation'],"Javadoc

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1240508 13f79535-47bb-0310-9956-ffa450edef68
"
477,9a8268b,['Bug fix'],"Bit count cannot be more than 2 digits (32)

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1785349 13f79535-47bb-0310-9956-ffa450edef68
"
478,0e2f4d6,"['Documentation', 'Debug']","Docs

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1648383 13f79535-47bb-0310-9956-ffa450edef68
"
479,de55966,['Maintenance'],"Close the resource

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1593165 13f79535-47bb-0310-9956-ffa450edef68
"
480,6077bea,['Clean up'],"Unused import

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/net/trunk@1593166 13f79535-47bb-0310-9956-ffa450edef68
"
481,ebde272,"['Documentation', 'Maintenance']","Make immutable private field final

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/pool/trunk@1331380 13f79535-47bb-0310-9956-ffa450edef68
"
482,14c06ee,"['Testing', 'Clean up']","Remove the debugInfo() methods. Much more detailed information is available now via the monitoring methods.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/pool/trunk@1332418 13f79535-47bb-0310-9956-ffa450edef68
"
483,86cbc45,['Clean up'],"Remove/deprecate as necessary, bits related to non-determinism, which are no longer relevant.


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/scxml/trunk@517353 13f79535-47bb-0310-9956-ffa450edef68
"
484,cafd9c7,['Bug fix'],"SCXML-206: External events must only be added to the event queue through SCXMLExecutor#addEvent, not (also) trigger them, as the state machine can/should only handle one invocation at the time (non-reentrant). The event queue processing with sequentially processed such added events one at a time.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/scxml/trunk@1623146 13f79535-47bb-0310-9956-ffa450edef68
"
485,316af19,"['Maintenance', 'Indentation']","SCXML-196: - <state>, <parallel>, <final> and <history> are required to get an unique auto-generated id if not provided explicitly
see also: http://www.w3.org/TR/2014/CR-scxml-20140313/#IDs

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/scxml/trunk@1579098 13f79535-47bb-0310-9956-ffa450edef68
"
486,ceddda7,"['Testing', 'Bug fix', 'Build']","Port r668848 from trunk.
The ""delay"" attribute of the <send> element is a value expression.
Thanks to Elaine Wong <wongkl AT ihpc DOT a-star DOT edu DOT sg>.
Also added Elaine to list of contributors.
SCXML-73


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/scxml/branches/J6@668850 13f79535-47bb-0310-9956-ffa450edef68
"
487,19bed73,['Maintenance'],"SCXML-196: The Algorithm for SCXML interpretation requires sets of TransitionTarget instances to be processed.
To conform to the Set equality contract TransitionTarget must implement the equals and hashcode methods.
But in the context of SCXML and the purpose of the algorithm, really only identity based equality should be considered.
The TransitionTarget#id property also could be used, but that would make the API much more awkward to ensure only unique IDs are used, that is: within the context of a single SCXML instance.
Much easier therefore is to just enforce and only support identity based equality.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/scxml/trunk@1580660 13f79535-47bb-0310-9956-ffa450edef68
"
488,18382e4,['Maintenance'],"Improving thread-safety for executor instances. Was marked LATER in version 0.5, where external synchronization is recommended, if needed. Required for usecases such as:
 * Delayed <send> events
 * Certain web applications, AJAX request scenarios
SCXML-2


git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/scxml/trunk@462902 13f79535-47bb-0310-9956-ffa450edef68
"
489,cd619f9,"['Documentation', 'Build', 'Testing']","Drop the aggregate test suites

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/scxml/branches/J6@1126563 13f79535-47bb-0310-9956-ffa450edef68
"
490,e918a8f,"['Build', 'Maintenance']","SCXMLListeners will not processed in defined order.
Variant of patch by Daniel Schwager <daniel dot schwager at dtnet dot de>.
Also added Daniel to list of contributors.
SCXML-78


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/scxml/trunk@680533 13f79535-47bb-0310-9956-ffa450edef68
"
491,64b682c,['Maintenance'],"SCXML-196: - <invoke> is allowed for composite states as well
- TODO: multiple <invoke> should be allowed too, as well as for <parallel>

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/scxml/trunk@1579096 13f79535-47bb-0310-9956-ffa450edef68
"
492,36e17e3,"['Maintenance', 'Indentation']","Some checkstyle corrections.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/scxml/branches/J6@719747 13f79535-47bb-0310-9956-ffa450edef68
"
493,f633058,['Bug fix'],"Port r680560 from trunk.
Actions <var> and <exit> should be serialized in the Commons SCXML namespace.


git-svn-id: https://svn.apache.org/repos/asf/commons/proper/scxml/branches/J6@680561 13f79535-47bb-0310-9956-ffa450edef68
"
494,ff21f00,"['Testing', 'Maintenance']","Remove UrlValidator dependency on util/Flags and switch to using ""long"" for flags for URL and CreditCard options

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/validator/trunk@594937 13f79535-47bb-0310-9956-ffa450edef68
"
495,8b9893c,['Maintenance'],"Generics

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/validator/trunk@1651811 13f79535-47bb-0310-9956-ffa450edef68
"
496,ccb7ab6,['Maintenance'],"Recent new TLDs

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/validator/trunk@1705995 13f79535-47bb-0310-9956-ffa450edef68
"
497,e4953ac,['Versioning'],"Drop $Date from @version. It is locale-dependent so causes spurious differences when comparing source files with SVN

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/validator/trunk@1649191 13f79535-47bb-0310-9956-ffa450edef68
"
498,a44ec12,['Maintenance'],"TLD list Version 2016042500, Last Updated Mon Apr 25 07:07:01 2016 UTC

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/validator/trunk@1740822 13f79535-47bb-0310-9956-ffa450edef68
"
499,34041ea,['Documentation'],"Javadoc: Use the active voice.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/validator/trunk@1648740 13f79535-47bb-0310-9956-ffa450edef68
"
500,7b42b55,['Documentation'],"Javadoc: Fix typo.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@1757577 13f79535-47bb-0310-9956-ffa450edef68
"
501,9c95a92,['Bug fix'],"VFS-138: avoid CCE in equals - Thanks to Adam Heath for the patch!

git-svn-id: https://svn.apache.org/repos/asf/jakarta/commons/proper/vfs/trunk@537829 13f79535-47bb-0310-9956-ffa450edef68
"
502,87d3072,['Documentation'],"Checkstyle: Line has trailing spaces (x9).

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@1403156 13f79535-47bb-0310-9956-ffa450edef68
"
503,680d1b9,"['Testing', 'Feature Add']","[VFS-628] Add a file inverter FileSelector: InvertIncludeFileSelector.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@1779762 13f79535-47bb-0310-9956-ffa450edef68
"
504,1f7b7ba,['Maintenance'],"[VFS-353][FTP] Client should call logout before disconnecting.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@1339271 13f79535-47bb-0310-9956-ffa450edef68
"
505,ad5b6e2,['Maintenance'],"Fix VFS-337 - AbstractFileObject and classes that extend it now take an AbstractFileName in the constructor and in createFile

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@1039630 13f79535-47bb-0310-9956-ffa450edef68
"
506,6c0b566,"['Testing', 'Feature Add']","[VFS-371] Add FileObject API deleteAll().

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@1198532 13f79535-47bb-0310-9956-ffa450edef68
"
507,cfcc634,['Documentation'],"Javadoc fix

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@1032008 13f79535-47bb-0310-9956-ffa450edef68
"
508,a83318f,"['Token Replace', 'Indentation']","Fix Checkstyle issues.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@1245166 13f79535-47bb-0310-9956-ffa450edef68
"
509,720fff6,['Maintenance'],"final lvar.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@1403391 13f79535-47bb-0310-9956-ffa450edef68
"
510,dded39c,['Documentation'],"Clean up Javadocs.

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@1364489 13f79535-47bb-0310-9956-ffa450edef68
"
511,f2b55c3,"['Testing', 'Feature Add', 'Versioning']","Add versioning support to webdav

git-svn-id: https://svn.apache.org/repos/asf/commons/proper/vfs/trunk@754741 13f79535-47bb-0310-9956-ffa450edef68
"
512,ce7b4f1,"['Build', 'Feature Add', 'Maintenance']","Improving Websphere Plugin:
 * Using core handler
 * Improve ExceptionHandling for Group Mappings
 * Added WAS 8.5 Liberty Support
 * Added WAS HelloWorld Example
"
513,e344688,"['Documentation', 'Maintenance']","Some minor fixes
"
514,63c1d78,"['Maintenance', 'Bug fix']","Fixing Metadata
"
515,1c37185,"['Testing', 'Feature Add']","DRILL-3410: rewrite OR and AND operators to have only 2 operands so partitoning
pruning will work correctly
"
516,8126927,"['Testing', 'Build', 'Refactoring', 'Feature Add']","DRILL-4275: create TransientStore for short-lived objects; refactor PersistentStore to introduce pagination mechanism
"
517,17f888d,"['Testing', 'Feature Add']","DRILL-4730: Update JDBC DatabaseMetaData implementation to use new Metadata APIs

Update JDBC driver to use Metadata APIs instead of executing SQL queries

close #613
"
518,ed0369b,"['Testing', 'Bug fix']","DRILL-4192: Fix selection root when there is only a single top level partition
closes #307
"
519,a0be3ae,"['Testing', 'Bug fix', 'Maintenance', 'Token Replace', 'Feature Add', 'Documentation']","DRILL-2288: Fix ScanBatch violation of IterOutcome protocol and downstream chain of bugs.

Increments:

2288:  Pt. 1 Core:  Added unit test.  [Drill2288GetColumnsMetadataWhenNoRowsTest, empty.json]

2288:  Pt. 1 Core:  Changed HBase test table #1's # of regions from 1 to 2.  [HBaseTestsSuite]

Also added TODO(DRILL-3954) comment about # of regions.

2288:  Pt. 2 Core:  Documented IterOutcome much more clearly.  [RecordBatch]

Also edited some related Javadoc.

2288:  Pt. 2 Hyg.:  Edited doc., added @Override, etc.  [AbstractRecordBatch, RecordBatch]

Purged unused SetupOutcome.
Added @Override.
Edited comments.
Fix some comments to doc. comments.

2288:  Pt. 3 Core&Hyg.:  Added validation of IterOutcome sequence.  [IteratorValidatorBatchIterator]

Also:
Renamed internal members for clarity.
Added comments.

2288:  Pt. 4 Core:  Fixed a NONE -> OK_NEW_SCHEMA in ScanBatch.next().  [ScanBatch]

(With nearby comments.)

2288:  Pt. 4 Hyg.:  Edited comments, reordered, whitespace.  [ScanBatch]

Reordered
Added comments.
Aligned.

2288:  Pt. 4 Core+:  Fixed UnionAllRecordBatch to receive IterOutcome sequence right.  (3659)  [UnionAllRecordBatch]

2288:  Pt. 5 Core:  Fixed ScanBatch.Mutator.isNewSchema() to stop spurious ""new schema"" reports (fix short-circuit OR, to call resetting method right).  [ScanBatch]

2288:  Pt. 5 Hyg.:  Renamed, edited comments, reordered.  [ScanBatch, SchemaChangeCallBack, AbstractSingleRecordBatch]

Renamed getSchemaChange -> getSchemaChangedAndReset.
Renamed schemaChange -> schemaChanged.
Added doc. comments.
Aligned.

2288:  Pt. 6 Core:  Avoided dummy Null.IntVec. column in JsonReader when not needed (MapWriter.isEmptyMap()).  [JsonReader, 3 vector files]

2288:  Pt. 6 Hyg.:  Edited comments, message.  Fixed message formatting.  [RecordReader, JSONFormatPlugin, JSONRecordReader, AbstractMapVector, JsonReader]

Fixed message formatting.
Edited comments.
Edited message.
Fixed spurious line break.

2288:  Pt. 7 Core:  Added column families in HBaseRecordReader* to avoid dummy Null.IntVec. clash.  [HBaseRecordReader]

2288:  Pt. 8 Core.1:  Cleared recordCount in OrderedPartitionRecordBatch.innerNext().  [OrderedPartitionRecordBatch]

2288:  Pt. 8 Core.2:  Cleared recordCount in ProjectRecordBatch.innerNext.  [ProjectRecordBatch]

2288:  Pt. 8 Core.3:  Cleared recordCount in TopNBatch.innerNext.  [TopNBatch]

2288:  Pt. 9 Core:  Had UnorderedReceiverBatch reset RecordBatchLoader's record count.  [UnorderedReceiverBatch, RecordBatchLoader]

2288:  Pt. 9 Hyg.:  Added comments.  [RecordBatchLoader]

2288:  Pt. 10 Core:  Worked around mismatched map child vectors in MapVector.getObject().  [MapVector]

2288:  Pt. 11 Core:  Added OK_NEW_SCHEMA schema comparison for HashAgg.  [HashAggTemplate]

2288:  Pt. 12 Core:  Fixed memory leak in BaseTestQuery's printing.

Fixed bad skipping of RecordBatchLoader.clear(...) and
QueryDataBatch.load(...) for zero-row batches in printResult(...).

Also, dropped suppression of call to
VectorUtil.showVectorAccessibleContent(...) (so zero-row batches are
as visible as others).

2288:  Pt. 13 Core:  Fixed test that used unhandled periods in column alias identifiers.

2288:  Misc.:  Added # of rows to showVectorAccessibleContent's output.  [VectorUtil]

2288:  Misc.:  Added simple/partial toString() [VectorContainer, AbstractRecordReader, JSONRecordReader, BaseValueVector, FieldSelection, AbstractBaseWriter]

2288:  Misc. Hyg.:  Added doc. comments to VectorContainer.  [VectorContainer]

2288:  Misc. Hyg.:  Edited comment.  [DrillStringUtils]

2288:  Misc. Hyg.:  Clarified message for unhandled identifier containing period.

2288:  Pt. 3 Core&Hyg. Upd.:  Added schema comparison result to logging.  [IteratorValidatorBatchIterator]

2288:  Pt. 7 Core Upd.:  Handled HBase columns too re NullableIntVectors.  [HBaseRecordReader, TestTableGenerator, TestHBaseFilterPushDown]

Created map-child vectors for requested columns.
Added unit test method testDummyColumnsAreAvoided, adding new row to test table,
updated some row counts.

2288:  Pt. 7 Hyg. Upd.:  Edited comment.  [HBaseRecordReader]

2288:  Pt. 11 Core Upd.:  REVERTED all of bad OK_NEW_SCHEMA schema comparison for HashAgg.  [HashAggTemplate]

This reverts commit 0939660f4620c03da97f4e1bf25a27514e6d0b81.

2288:  Pt. 6 Core Upd.:  Added isEmptyMap override in new (just-rebased-in) PromotableWriter.  [PromotableWriter]

Adjusted definition and default implementation of isEmptyMap (to handle MongoDB
storage plugin's use of JsonReader).

2288:  Pt. 6 Hyg. Upd.:  Purged old atLeastOneWrite flag.  [JsonReader]

2288:  Pt. 14:  Disabled newly dying test testNestedFlatten().
"
520,d10769f,"['Testing', 'Maintenance', 'Feature Add']","DRILL-1980: Add support for CTAS with interval data type.
Modify ParquetOutputRecordWriter to be able to write interval day, interval year and interval data type into parquet.
Modify the two parquet readers to be able to read interval data type from parquet file

Add unit tests
"
521,b075bf6,"['Maintenance', 'Feature Add', 'Clean up', 'Token Replace']","DRILL-4654: Add new metrics to the MetricRegistry

+ New metrics:
  - drill.queries.enqueued
    number of queries that have been submitted to the drillbit but have
    not started
  - drill.queries.running
    number of running queries for which this drillbit is the foreman
  - drill.queries.completed
    number of completed queries (or cancelled or failed) for which this
    drillbit was the foreman
  - drill.fragments.running
    number of query fragments that are running in the drillbit
  - drill.allocator.root.used
    amount of memory used in bytes by the internal memory allocator
  - drill.allocator.root.peak
    peak amount of memory used in bytes by the internal memory allocator
  - fd.usage
    ratio of used to total file descriptors (on *nix systems)
+ Rename ""current"" to ""used"" for RPC allocator current memory usage to
  follow convention
+ Borrow SystemPropertyUtil class from Netty
+ Configure DrillMetrics through system properties
+ Remove unused methods and imports

closes #495
"
522,35a7ad0,['Maintenance'],"DRILL-5616: Add memory checks, plus minor metrics changes

closes #871
"
523,f21edb0,"['Testing', 'Feature Add']","DRILL-5498: Better handling of CSV column headers

See DRILL-5498 for details.

Replaced the repeated varchar reader for reading columns with a purpose
built column parser. Implemented rules to recover from invalid column
headers.

Added missing test method

Changes re code review comments

Back out testing-only change

close apache/drill#830
"
524,71fe8f0,"['Testing', 'Feature Add', 'Maintenance']","DRILL-2953: Ensure sort operator be inserted to enforce desired order, when a cast function is involved.
"
525,f9da62b,"['Testing', 'Bug fix']","FLUME-2157. Spool directory source does not shut down correctly when Flume is reconfigured.

(Mike Percy via Hari Shreedharan)
"
526,eaee422,['Maintenance'],"FLUME-1421. PollableSourceRunner should name it's thread.

(Brock Noland via Hari Shreedharan)
"
527,78bf38c,"['Feature Add', 'Bug fix']","FLUME-783: Add a batch event RPC call to AvroSource

- Also fixed a bug where I broke the command line opt parsing ofr
  the Avro client tool. Oops.

git-svn-id: https://svn.apache.org/repos/asf/incubator/flume/branches/flume-728@1180255 13f79535-47bb-0310-9956-ffa450edef68
"
528,e72e559,"['Testing', 'Feature Add']","FLUME-1915. Deflate compression support for the AvroSource, AvroSink, and Avro RPC Client.

(Ted Malaska via Mike Percy)
"
529,55a4666,"['Testing', 'Bug fix']","FLUME-2487. SyslogParser has rounding errors in timestamp parsing

(Santiago M. Mola via Roshan Naik)
"
530,23bfd9e,['Feature Add'],"FLUME-1538. Channels should expose channel fill ratio through JMX.

(Hari Shreedharan via Mike Percy)
"
531,fbec810,"['Testing', 'Feature Add']","FLUME-1126. Support RFC 3164 and 5424 syslog formats

(Prasad Mujumdar via Arvind Prabhakar)


git-svn-id: https://svn.apache.org/repos/asf/incubator/flume/trunk@1331498 13f79535-47bb-0310-9956-ffa450edef68
"
532,f017ce5,['Bug fix'],"FLUME-2192. AbstractSinkProcessor stop incorrectly calls start

(Jeremy Karlson via Hari Shreedharan)
"
533,eabdf29,"['Testing', 'Maintenance']","- Removed context param from LifecycleAware methods. Those that want config data should
  implement Configurable from now on.

git-svn-id: https://svn.apache.org/repos/asf/incubator/flume/branches/flume-728@1165705 13f79535-47bb-0310-9956-ffa450edef68
"
534,76ef549,"['Testing', 'Feature Add']","FLUME-1769: Replicating channel selector should support optional channels

(Hari Shreedharan via Brock Noland)
"
535,6cb6acb,['Bug fix'],"[GIRAPH-1020] TaskInfo equality condition bug fix

Summary: Currently equality is checked based on the raw host-name of an object with lower-case host-name of another object. This is not the right semantic and can cause subsequent bugs in partition assignment and migration.

Test Plan: mvn clean verify

Reviewers: maja.kabiljo, sergey.edunov, dionysis.logothetis, avery.ching

Reviewed By: dionysis.logothetis

Differential Revision: https://reviews.facebook.net/D42273
"
536,160a0d3,['Feature Add'],"GIRAPH-1087: Retry requests after channel failure

Summary: We currently don't have a callback to retry requests after channel failure, and would either wait for request timeout or not retrying request at all at places where we don't wait for open requests.

Test Plan: Hard to reproduce the issue (ran many jobs but was unable to), we'll see if the problem happens again in prod with this change.

Differential Revision: https://reviews.facebook.net/D60675
"
537,7a04bfd,['Feature Add'],"GIRAPH-476: SequenceFileVertexOutputFormat (nitay)
"
538,1f959d0,['Feature Add'],"GIRAPH-1168

closes #57
"
539,7f8ac56,['Build'],"GIRAPH-659: giraph-hive tests all fail (majakabiljo)
"
540,2ddabf3,['Feature Add'],"Add missing files for GIRAPH-1125. Closes #12
"
541,2e7ce47,['Maintenance'],"GIRAPH-1163

closes #52
"
542,3bbac90,['Maintenance'],"GIRAPH-1161

closes #50
"
543,d5f9ffc,['Legal'],"Add missing Apache License header to source files.

git-svn-id: https://svn.apache.org/repos/asf/incubator/hama/trunk@1005353 13f79535-47bb-0310-9956-ffa450edef68
"
544,385c8f9,"['Build', 'Maintenance']","Add bsp.max.tasks.per.job property

git-svn-id: https://svn.apache.org/repos/asf/hama/trunk@1403164 13f79535-47bb-0310-9956-ffa450edef68
"
545,d80a37f,['Clean up'],"Remove useless code.

git-svn-id: https://svn.apache.org/repos/asf/incubator/hama/trunk@734888 13f79535-47bb-0310-9956-ffa450edef68
"
546,5aed6e3,"['Testing', 'Feature Add']","Added round robin allocation strategy and its test case

+ Changed the strategy used in JobInProgress class
+ Added RoundRobin Allocation strategy
+ Added test case to verify it

Fixed bug to handle the case when no tasks is allocation on any Groom

+ Added comments on code
+ Fixed code in round robin allocator
+ Fixed an issue in test

Changing the default class to best effort

Removing spaces

Removed getGroomToSchedule function
"
547,fdbffeb,['Bug fix'],"LocalBSPRunner returns wrong superstep numbers

git-svn-id: https://svn.apache.org/repos/asf/incubator/hama/trunk@1137150 13f79535-47bb-0310-9956-ffa450edef68
"
548,e4da824,['Feature Add'],"Fixing the build after [HAMA-721] final patch.

git-svn-id: https://svn.apache.org/repos/asf/hama/trunk@1443152 13f79535-47bb-0310-9956-ffa450edef68
"
549,42584cd,"['Testing', 'Maintenance', 'Build']","Upgrade dependencies in lib folder

git-svn-id: https://svn.apache.org/repos/asf/incubator/hama/trunk@822682 13f79535-47bb-0310-9956-ffa450edef68
"
550,64d15f2,"['Indentation', 'Clean up', 'Feature Add']","Implement the launchTask() method

git-svn-id: https://svn.apache.org/repos/asf/incubator/hama/trunk@992945 13f79535-47bb-0310-9956-ffa450edef68
"
551,5fa3c78,['Debug'],"Change log level of ""Got heartbeatResponse.."" messages to debug

git-svn-id: https://svn.apache.org/repos/asf/incubator/hama/trunk@1004894 13f79535-47bb-0310-9956-ffa450edef68
"
552,e5b28fb,"['Testing', 'Maintenance']","Add density option for random matrix

git-svn-id: https://svn.apache.org/repos/asf/incubator/hama/trunk@781687 13f79535-47bb-0310-9956-ffa450edef68
"
553,5fc5101,['Bug fix'],"HAMA-943: java.lang.IllegalAccessError occur at run time when set default bsp.user.name

git-svn-id: https://svn.apache.org/repos/asf/hama/trunk@1671038 13f79535-47bb-0310-9956-ffa450edef68
"
554,50d39d7,['Bug fix'],"HAMA-769: Intermediate queue's close method is not called, clean work may be omitted.

git-svn-id: https://svn.apache.org/repos/asf/hama/trunk@1499971 13f79535-47bb-0310-9956-ffa450edef68
"
555,c3bbeb3,['Maintenance'],"minor change.

git-svn-id: https://svn.apache.org/repos/asf/hama/trunk@1442464 13f79535-47bb-0310-9956-ffa450edef68
"
556,1a7286a,"['Build', 'Maintenance', 'Module Move']","Remove hard-coded webapp path in HttpServer

git-svn-id: https://svn.apache.org/repos/asf/incubator/hama/trunk@1329593 13f79535-47bb-0310-9956-ffa450edef68
"
557,a8b8ae0,"['Testing', 'Feature Add']","Introduce IntermediateStateCalStage stage to rebalance pipeline which computes the intermediate states for all resources based on their best possible states and other constraints.
"
558,dde7e6e,['Bug fix'],"Reverted only write alerts to ZK if some present...buggy
"
559,ac51c9a,['Feature Add'],"Job Monitor implementation
"
560,e2a5c62,"['Testing', 'Maintenance', 'Feature Add', 'Bug fix']","fix RegisterStateModelFactory after connect() problem. Add HelixPropertyStore interface. Change BaseDataAccessor.get() to return null if not exist by default
"
561,5bcada6,"['Indentation', 'Maintenance']","Conditional Task Retry
"
562,8d359c0,['Maintenance'],"Minor fix to register Message latency monitor
"
563,7b3e525,"['Testing', 'Maintenance']","Make more user friendly API change

Current API provide a map that returns resource to disabled partitions that combined in one String. Change to return a map that returns resource to list of disabled partitions.
"
564,2981bbd,"['Testing', 'Feature Add']","participant syncs session id to controller
"
565,a840601,['Bug fix'],"Fix Java 6 compilation error.
"
566,13d19e9,"['Testing', 'Feature Add', 'Token Replace']","HELIX-166: Rename modes to auto, semi-auto, and custom, rb=13444
"
567,8c09051,"['Testing', 'Feature Add']","Persist assignment map using specific format for MasterSlave resources (This is a short-term solution, we should get rid of this asap).
"
568,590f65c,"['Testing', 'Build', 'Bug fix']","[HELIX-445] NPE in ZkPathDataDumpTask, rb=21504
"
569,80da302,"['Testing', 'Feature Add']","Add Builder class for TaskConfig, and add unit test for testing generic jobs.
"
570,087d6af,['Indentation'],"Fix alignment

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@755453 13f79535-47bb-0310-9956-ffa450edef68
"
571,bf08441,"['Testing', 'Maintenance', 'Refactoring']","HTTPCLIENT-1641: cleaner and more efficient implementation of URIUtils#normalizeSyntax

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1674480 13f79535-47bb-0310-9956-ffa450edef68
"
572,fa172d9,"['Documentation', 'Maintenance']","Make private immutable variable final
Missing @Override markers

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1023974 13f79535-47bb-0310-9956-ffa450edef68
"
573,51645b1,['Feature Add'],"HTTPCLIENT-862: Extended client's redirect handling interface to allow control of the content of the redirect

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@883855 13f79535-47bb-0310-9956-ffa450edef68
"
574,74e1be5,"['Testing', 'Feature Add']","HTTPCLIENT-1159: HttpClientUtils - helper methods to release resources held by HttpClient / HttpResponse after use
Contributed by Karthik K <oss.akk at gmail.com>

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1233307 13f79535-47bb-0310-9956-ffa450edef68
"
575,914c9ce,['Documentation'],"Fixed check style violations

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@1505609 13f79535-47bb-0310-9956-ffa450edef68
"
576,a757caf,"['Maintenance', 'Documentation']","Javadoc cleanups

git-svn-id: https://svn.apache.org/repos/asf/httpcomponents/httpclient/trunk@774460 13f79535-47bb-0310-9956-ffa450edef68
"
